"major1","Gender","GPA.Range","year.x","survey_city","survey_company","survey_deptfunc","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","latitude","longitude","survey_company_cluster_name"
"Finance","Female","3.00 - 3.49","2020","columbus","abercrombie & fitch","Analytics","2","accepted fulltime job","Yes","Yes",60000,"Ohio","39.9622601","-83.0007065","abercrombie & fitch"
"Marketing","Male","3.00 - 3.49","2019","sanfrancisco","udemy","Marketing/Sales",NA,"accepted fulltime job",NA,NA,NA,"California","-0.248906","-78.5173812","udemy"
"Finance","Male","3.50 - 4.00","2019","newyorkcity","ey",NA,"1","accepted fulltime job","Yes",NA,70000,"New York","34.6732303","-1.9146444","ey"
"Supply Chain & Operations Mgmt","Male","2.50 - 2.99","2019","omaha","werner enterprises","Operations / Procurement","3","accepted fulltime job","Yes","Yes",50000,NA,"41.2587459","-95.9383758","cerner"
"Marketing","Male","3.00 - 3.49","2020","sanfrancisco","goodrx","Other: Design","1","accepted fulltime job","Yes","Yes",90000,"California","-0.248906","-78.5173812","goodyear tire & rubber co."
"Marketing","Female","3.50 - 4.00","2019","rosemont","the mcshane companies","Marketing/Sales","1","accepted fulltime job","Yes","Yes",50000,NA,"41.9941334","-87.8756737","the home depot"
"Marketing","Male","3.00 - 3.49","2021",NA,"rocket mortgage",NA,"2","accepted fulltime job","Yes","Yes",NA,NA,NA,NA,"rock well"
"Accountancy","Male","3.00 - 3.49","2020","columbus","jp morgan chase","Accounting Finance","0","accepted fulltime job","Yes","Yes",60000,"Ohio","39.9622601","-83.0007065","jp morgan"
"Finance","Male","3.50 - 4.00","2019","cleveland","americorps",NA,"2","accepted fulltime job",NA,NA,NA,"Ohio","41.4996562","-81.6936813","ameriprise financial - redstone wealth advisors"
"Marketing","Female","3.50 - 4.00","2021","sylvania","root inc., a part of accenture","Consulting","1","accepted fulltime job","Yes","Yes",55000,"Ohio","34.5623077","-85.8124715","root inc., a part of accenture"
"Marketing","Female","3.50 - 4.00","2019","cincinnati","burke, inc.","Marketing / Sales","2","accepted fulltime job","Yes","Yes",45000,NA,"39.1014537","-84.5124602","burke, inc."
"Finance","Male","3.50 - 4.00","2021","boston","oracle",NA,NA,"accepted fulltime job",NA,NA,50000,"Massachusetts","42.3602534","-71.0582912","oracle netsuite"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2019","chicago","uber","Logistics / Supply Chain","0","accepted fulltime job","Yes","Yes",53000,NA,"41.8755616","-87.6244212","uber"
"Accountancy","Female","3.50 - 4.00","2020","chicago","cohen & company","Accounting Finance","1","accepted fulltime job","Yes","Yes",63000,"Illinois","41.8755616","-87.6244212","cohen and company"
"Marketing","Female","3.00 - 3.49","2019","cincinnati","velosio","Analytics
 Consulting","2","accepted fulltime job","Yes","Yes",55000,NA,"39.1014537","-84.5124602","velosio"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2020","chicago","nielsen",NA,NA,"accepted fulltime job",NA,NA,58000,"Illinois","41.8755616","-87.6244212","nielsen"
"Marketing","Male","3.50 - 4.00","2021","dayton","reynolds and reynolds","Marketing / Sales","1","accepted fulltime job","Yes","No",50000,"Ohio","39.7589478","-84.1916069","reynolds and reynolds"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2021","chicago","coyote logistics","Logistics / Supply Chain","1","accepted fulltime job","Yes","Yes",45000,"Illinois","41.8755616","-87.6244212","coyote logistics"
"Accountancy","Female","3.00 - 3.49","2019","chicago","deloitte","Accounting","2","accepted fulltime job",NA,NA,60000,"Illinois","41.8755616","-87.6244212","deloitte"
"Finance","Male","3.50 - 4.00","2020","cincinnati","fifth third bank",NA,NA,"accepted fulltime job",NA,NA,58000,"Ohio","39.1014537","-84.5124602","fifth third bank"
"Information Systems","Male","3.00 - 3.49","2019","cincinnati","deloitte","Consulting","1","accepted fulltime job","Yes","No",93000,"Ohio","39.1014537","-84.5124602","deloitte"
"Accountancy","Female","3.50 - 4.00","2020","charlotte","deloitte","Accounting","1","accepted fulltime job","Yes","Yes",60000,"North Carolina","35.2272086","-80.8430827","deloitte"
"Finance","Male","3.00 - 3.49","2020","indianapolis","charles schwab",NA,"1","accepted fulltime job",NA,NA,51000,"Indiana","39.7683331","-86.1583502","charles schwab"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2019","williamsport","textron","Logistics / Supply Chain
 Operations / Procurement","4","accepted fulltime job","Yes","No",56000,"Pennsylvania","41.2493292","-77.0027671","textron specialized vehicles"
"Finance","Male","2.50 - 2.99","2019","cincinnati","axa advising",NA,"1","accepted fulltime job","Yes",NA,NA,"Ohio","39.1014537","-84.5124602","axa advising"
"Finance","Male","3.00 - 3.49","2021","grantville","penn national gaming","Analytics Finance General Management Marketing / Sales Operations / Procurement","1","accepted fulltime job","No","No",42640,"Pennsylvania","33.2348419","-84.8357679","penn national gaming"
"Business Analytics","Female","3.50 - 4.00","2020","chicago","protiviti","Analytics","1","accepted fulltime job","Yes","Yes",68000,"Illinois","41.8755616","-87.6244212","protiviti"
"Finance","Female","3.50 - 4.00","2020","cleveland","insight2profit","Analytics Consulting Finance","2","accepted fulltime job","Yes","Yes",58000,"Ohio","41.4996562","-81.6936813","insight2profit"
"Finance","Male","2.50 - 2.99","2019","cincinnati","ohio national financial services","Actuary
 Finance","2","accepted fulltime job","Yes","Yes",39000,"Ohio","39.1014537","-84.5124602","ohio mutual insurance group"
"Accountancy","Male","3.50 - 4.00","2020","denver","kpmg","Accounting","1","accepted fulltime job","Yes","Yes",69000,"Colorado","39.7392364","-104.9848623","kpmg"
"Human Capital Mgmt& Leadership","Female","3.50 - 4.00","2021","mason","m&m american inc.","Accounting Advertising / Public Relations Logistics / Supply Chain","1","accepted fulltime job","Yes","Yes",45000,"Ohio","30.705029","-99.2233284","m&m american inc."
"Finance","Female","3.50 - 4.00","2019","deerfield","baxter",NA,"1","accepted fulltime job","Yes",NA,60000,"Illinois","42.1711365","-87.8445119","baxter international"
"Finance","Male","2.50 - 2.99","2021","hamilton","u.s. bank","Consulting Finance Marketing / Sales","1","accepted fulltime job","Yes","Yes",60000,"Ohio","43.2560802","-79.8728583","u.s. navy"
"Marketing","Male","3.00 - 3.49","2019","grandrapids","procter and gamble","Marketing / Sales","2","accepted fulltime job","Yes","Yes",70000,"Michigan",NA,NA,"procter & gamble"
"Business Economics","Male","3.00 - 3.49","2021","desmoines","fdic",NA,"2","accepted fulltime job","Yes","Yes",55000,"Iowa","40.5148473","21.6861963","fdic"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2021","chicago","deloitte",NA,"3","accepted fulltime job","Yes","Yes",78000,"Illinois","41.8755616","-87.6244212","deloitte"
"Finance","Female","3.00 - 3.49","2019","indianapolis","geico","General Management","3","accepted fulltime job","Yes","No",46000,"Illinois","39.7683331","-86.1583502","geico"
"Finance","Female","3.50 - 4.00","2020","chicago","alvarez and marsal","Consulting Finance","1","accepted fulltime job","Yes","Yes",75000,"Illinois","41.8755616","-87.6244212","alvarez & marsal"
"Finance","Male","3.50 - 4.00","2019","thiefriverfalls","textron","Finance","1","accepted fulltime job","Yes","No",55000,NA,NA,NA,"textron specialized vehicles"
"Marketing","Male","3.00 - 3.49","2021","columbus","turner construction",NA,"0","accepted fulltime job","Yes","Yes",60000,NA,"39.9622601","-83.0007065","turner construction"
"Marketing","Female","3.50 - 4.00","2019","rosemont","npd group","Advertising / Public Relations
 Analytics
 Marketing / Sales
 Operations / Procurement","1","accepted fulltime job","Yes","Yes",55000,NA,"41.9941334","-87.8756737","npd group"
"Marketing","Male","3.00 - 3.49","2021","sanfrancisco","victorious seo","Consulting Marketing / Sales","4","accepted fulltime job","Yes","Yes",47010,"California","-0.248906","-78.5173812","victoria's secret"
"Supply Chain & Operations Mgmt","Male","2.50 - 2.99","2021","chicago","arrive logistics","Logistics / Supply Chain Marketing / Sales","1","accepted fulltime job","Yes","Yes",42000,"Illinois","41.8755616","-87.6244212","arrive logistics"
"Information Systems","Male","3.00 - 3.49","2021","chicago","west monroe partners",NA,NA,"accepted fulltime job",NA,NA,70000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Business Economics","Male","3.00 - 3.49","2021","columbus","jp morgan chase","Finance","4","accepted fulltime job","Yes","Yes",50000,"Ohio","39.9622601","-83.0007065","jp morgan"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2019","cleveland","c.h. robinson","Logistics / Supply Chain","1","accepted fulltime job","Yes","Yes",47000,"Ohio","41.4996562","-81.6936813","c.h. robinson"
"Finance","Male","3.00 - 3.49","2019","cincinnati","lifetime financial growth","Consulting
 Finance
 Marketing / Sales","1","accepted fulltime job","Yes","Yes",24000,"Ohio","39.1014537","-84.5124602","lifetime financial growth"
"Finance","Male","3.50 - 4.00","2021","cleveland","cleveland research company","Finance","1","accepted fulltime job","Yes","Yes",55000,"Ohio","41.4996562","-81.6936813","cleveland cliffs"
"Finance","Male","3.00 - 3.49","2021","arlington","nestle usa",NA,NA,"accepted fulltime job",NA,NA,62500,"Virginia","32.7355816","-97.1071186","nestle"
"Finance","Male","3.50 - 4.00","2019","marietta","peoples bancorp","Accounting
 Advertising / Public Relations
 Analytics
 Finance
 General Management
 Marketing / Sales","1","accepted fulltime job","Yes","Yes",45000,NA,"33.9528472","-84.5496148","peoples bank"
"Marketing","Female","3.00 - 3.49","2019","franklin","sony music entertainment - provident label group","Marketing / Sales","0","accepted parttime job","Yes","Yes",15600,"Tennessee","33.2002659","-95.2231752","sony music entertainment - provident label group"
"Finance","Female","3.00 - 3.49","2019","warsaw","johnson & johnson - depuy synthes","Finance","1","accepted fulltime job","Yes","No",63000,NA,"52.2319581","21.0067249","john deere"
"Human Capital Mgmt& Leadership","Female","3.00 - 3.49","2021","cincinnati","kohl's","General Management","1","accepted fulltime job","Yes","Yes",47500,"Ohio","39.1014537","-84.5124602","kohl's"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2021","cincinnati","kroger co.","Accounting Analytics Finance IT Assurance / IT Audit Information Technology","1","accepted fulltime job","Yes","Yes",57000,"Ohio","39.1014537","-84.5124602","kroger"
"Finance","Female","3.00 - 3.49","2019","chicago","protiviti","Consulting
 Finance","2","accepted fulltime job","Yes","Yes",62500,"Illinois","41.8755616","-87.6244212","protiviti"
"Human Capital Mgmt& Leadership","Female","3.00 - 3.49","2021","columbus","insight global","Human Resources Marketing / Sales","2","accepted fulltime job","Yes","Yes",40000,"Ohio","39.9622601","-83.0007065","insight2profit"
"Finance","Male","3.50 - 4.00","2021","charlotte","grant thornton","Finance","2","accepted fulltime job","Yes","Yes",65000,"North Carolina","35.2272086","-80.8430827","grant thornton"
"Finance","Male","3.00 - 3.49","2019","portland","sherwin williams","Accounting","1","accepted fulltime job","Yes","Yes",54000,NA,"45.5202471","-122.6741949","sherwin-williams"
"Management and Leadership","Female","3.50 - 4.00","2019","chicago","aarete","Consulting","1","accepted fulltime job","Yes","Yes",67000,"Illinois","41.8755616","-87.6244212","aarete"
"Supply Chain & Operations Mgmt","Female","2.50 - 2.99","2019","chicago","arrive logistics","Marketing / Sales","1","accepted fulltime job","Yes","Yes",42000,"Illinois","41.8755616","-87.6244212","arrive logistics"
"Information Systems","Male","3.50 - 4.00","2021","chicago","deloitte","Information Technology","1","accepted fulltime job","Yes","Yes",75000,"Illinois","41.8755616","-87.6244212","deloitte"
"Management and Organizations","Female","2.50 - 2.99","2020","oxford","miami university",NA,NA,"accepted fulltime job",NA,NA,NA,"Ohio","51.7520131","-1.2578499","miami university"
"Information Systems","Male","3.50 - 4.00","2019","columbus","jpmorgan chase & co.","IT Assurance / IT Audit","1","accepted fulltime job","Yes","Yes",57000,"Ohio","39.9622601","-83.0007065","jpmorgan chase & co."
"Finance","Male","3.00 - 3.49","2019","cincinnati","david j joseph","Logistics / Supply Chain
 Marketing / Sales","2","accepted fulltime job","Yes","Yes",55000,NA,"39.1014537","-84.5124602","david j. joseph"
"Finance","Male","3.00 - 3.49","2019","losangeles","j.p. morgan","Finance","1","accepted fulltime job","Yes","Yes",85000,NA,"-8.4569081","-77.2970344","j.p morgan"
"Marketing","Female","3.50 - 4.00","2020","washington","alliance defending freedom",NA,NA,"accepted fulltime job",NA,NA,NA,NA,"38.8950368","-77.0365427","alliance data"
"Finance","Male","3.00 - 3.49","2020","cincinnati","pnc financial services","Finance","1","accepted fulltime job","Yes","Yes",60000,"Ohio","39.1014537","-84.5124602","pnc financial services"
"Marketing","Female","3.00 - 3.49","2020","miamisburg","germane solutions","Analytics Consulting Marketing / Sales","1","accepted fulltime job","Yes","Yes",58000,"Ohio","39.6428362","-84.2866083","performance trust capital partners"
"Accountancy","Male","3.50 - 4.00","2021",NA,"marcum",NA,NA,"accepted fulltime job",NA,NA,NA,NA,NA,NA,"marcus and millichap"
"Information Systems","Female","3.00 - 3.49","2019","providence","textron","Information Technology","1","accepted fulltime job","Yes","Yes",65000,"Rhode Island","41.8239891","-71.4128343","textron specialized vehicles"
"Accountancy","Female","3.50 - 4.00","2020","cincinnati","deloitte","Accounting","4","accepted fulltime job","Yes","No",52000,"Ohio","39.1014537","-84.5124602","deloitte"
"Information Systems","Male","3.50 - 4.00","2021","cincinnati","fis","Information Technology","2","accepted fulltime job","Yes","Yes",70000,"Ohio","39.1014537","-84.5124602","fis"
"Accountancy","Female","3.50 - 4.00","2019","cincinnati","pnc",NA,NA,"accepted fulltime job",NA,NA,60000,"Ohio","39.1014537","-84.5124602","pnc financial services"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2019","modesto","e&j gallo winery","Logistics/Supply Chain","1","accepted fulltime job","Yes","Yes",60400,"California","37.6390972","-120.9968782","e&j gallo winery"
"Marketing","Female","3.00 - 3.49","2020","newyorkcity","crumbs marketing",NA,"2","accepted parttime job",NA,NA,NA,"New York","34.6732303","-1.9146444","rmb capital"
"Marketing","Male","3.50 - 4.00","2021","chicago","insight2profit","Analytics Consulting Finance","1","accepted fulltime job","Yes","Yes",63800,"Illinois","41.8755616","-87.6244212","insight2profit"
"Marketing","Female","2.50 - 2.99","2020","cincinnati","kimberly-clark","Marketing / Sales","2","accepted fulltime job","Yes","Yes",55000,"Ohio","39.1014537","-84.5124602","kimberly-clark"
"Marketing","Female","3.00 - 3.49","2020","indianapolis","pepsico frito-lay","Marketing / Sales","1","accepted fulltime job","Yes","Yes",65000,"Indiana","39.7683331","-86.1583502","pepsico"
"Marketing","Female","3.00 - 3.49","2021","chicago","arrive logistics","Marketing / Sales Operations / Procurement","1","accepted fulltime job","Yes","Yes",42000,"Illinois","41.8755616","-87.6244212","arrive logistics"
"Finance","Female","2.50 - 2.99","2021","columbus","vertiv","Analytics Human Resources","2","accepted fulltime job","No","Yes",52000,"Ohio","39.9622601","-83.0007065","vertiv"
"Finance","Male","3.50 - 4.00","2019","chicago","protiviti","Consulting
 IT Assurance / IT Audit
 Information Technology","4","accepted fulltime job","Yes","Yes",61000,"Illinois","41.8755616","-87.6244212","protiviti"
"Marketing","Female","3.00 - 3.49","2019","cincinnati","nielsen","Analytics
 Consulting
 Marketing / Sales","1","accepted fulltime job","Yes","Yes",56000,NA,"39.1014537","-84.5124602","nielsen"
"Accountancy","Female","3.00 - 3.49","2019","fairfield","pike electrical","Accounting",NA,"accepted fulltime job","Yes","Yes",55000,"Ohio","38.2493581","-122.039966","pike electrical"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2021","hangzhou","hangzhou lin'an jintudi food ltd,co","Logistics / Supply Chain","1","accepted fulltime job","Yes","Yes",NA,NA,"30.2489634","120.2052342","hangzhou lin'an jintudi food ltd,co"
"Accountancy","Female","3.00 - 3.49","2021","cincinnati","deloitte",NA,NA,"accepted fulltime job",NA,NA,62000,"Ohio","39.1014537","-84.5124602","deloitte"
